image_name,pitch,yaw,roll
image00002.jpg,-0.3992307782173157,0.01822657883167267,0.08567621558904648
image00004.jpg,0.47006502747535706,1.1895333528518677,0.3009588122367859
image00006.jpg,-0.1846497654914856,0.8811366558074951,-0.23685243725776672
image00008.jpg,-0.17537863552570343,0.29920831322669983,-0.37337449193000793
image00010.jpg,-0.8821693658828735,1.1980035305023193,-1.0333740711212158
image00013.jpg,-0.026811733841896057,0.011965370737016201,-0.22066211700439453
image00014.jpg,0.057119220495224,0.11073219031095505,-0.04328278452157974
image00019.jpg,0.22322849929332733,0.02247355505824089,-0.006808964069932699
image00020.jpg,-0.1707804948091507,0.38389909267425537,-0.43685248494148254
image00021.jpg,-0.02692815661430359,-0.024355659261345863,-0.05685983598232269
image00022.jpg,0.236453115940094,1.2500534057617188,0.16705091297626495
image00023.jpg,-0.15810243785381317,0.34346702694892883,-0.3815295100212097
image00026.jpg,0.032105639576911926,0.44219136238098145,0.003890732303261757
image00028.jpg,-0.11301228404045105,0.07085586339235306,0.006496611982584
image00032.jpg,-5.235993385314941,-1.7969743013381958,5.194028377532959
image00035.jpg,-0.4513125419616699,-0.4928051829338074,0.5055947303771973
image00036.jpg,-0.5721776485443115,1.185997486114502,-0.4630487263202667
image00039.jpg,-0.009482108056545258,-0.04449127987027168,0.05780135467648506
image00040.jpg,-0.19455337524414062,0.004068916663527489,0.004039129242300987
image00041.jpg,-0.11178112030029297,0.013925855979323387,0.08150149136781693
image00042.jpg,-0.1921604424715042,-0.025811972096562386,-0.13474902510643005
image00043.jpg,-0.22203585505485535,-0.09799320250749588,-0.04422760754823685
image00044.jpg,-0.10246188193559647,-0.014643408358097076,-0.0373292900621891
image00045.jpg,-0.17930525541305542,-0.08147046715021133,0.17206275463104248
image00046.jpg,-0.2755659222602844,-0.28243958950042725,0.0964675173163414
image00047.jpg,-0.04437829181551933,-0.15650703012943268,0.18428319692611694
image00048.jpg,-0.0353214256465435,0.06007925793528557,0.05332294851541519
image00049.jpg,-0.10684169083833694,0.04327817261219025,-0.02077854610979557
image00050.jpg,-0.08139440417289734,0.016389934346079826,0.09836138039827347
image00051.jpg,-0.02673025242984295,0.036587927490472794,0.08100451529026031
image00052.jpg,-0.09939554333686829,-0.0715140700340271,0.04695113003253937
image00053.jpg,-0.08366979658603668,-0.09809946268796921,0.04511004686355591
image00054.jpg,-0.14973685145378113,-0.020040029659867287,0.03899749740958214
image00055.jpg,-0.09953904151916504,0.056213684380054474,-0.029257768765091896
